Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,County,EV Connector Types,,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID
ELEC,ShopRite Plaza,2333 Nott St E,,Niskayuna,NY,12309,Schenectady,J1772,,,2,,,,200-9,42.816614,-73.889657,4/8/19,50854
ELEC,SCHENECTADY,912 Woodlawn Dr,UPPER UNION LOT; Upper Union Street Parking Lot - In the back parking lot off Woodlawn or Dean,Schenectady,NY,12309,Schenectady,J1772,,,2,,,ChargePoint Network,GPS,42.8040761,-73.9043358,6/12/19,88398
ELEC,GE WS #6 (0000415),1 Research Circle,,Niskayuna,NY,12309,Schenectady,J1772,,,1,,,GE WattStation,GPS,42.829136,-73.87699493,7/31/19,74120
ELEC,SCHENECTADY,PTL Arthur Chaires Ln,CENTRAL PARK; In front of the tennis court,Schenectady,NY,12309,Schenectady,J1772,,,2,,,ChargePoint Network,GPS,42.799875,-73.9085536,6/12/19,88397
ELEC,EP Building,1 Research Cir,Chargers are located in the parking lot to the north side of the Engineering Physics Bldg.,Niskayuna,NY,12309,Schenectady,J1772,,,5,,,SemaCharge Network,GPS,42.82891141,-73.87421264,7/31/19,120945
ELEC,CEB Bldg,1 ResearchCircle,None,Niskayuna,NY,12309,Schenectady,J1772,,,10,,,SemaCharge Network,GPS,42.82890987,-73.87419976,7/31/19,121627
ELEC,Spin Test Facility,1 Research Cir.,,Niskayuna,NY,12309,Schenectady,J1772,,,10,,,SemaCharge Network,GPS,42.83145267,-73.88097717,7/31/19,121236
ELEC,ULSTER COUNTY,239 Golden Hill Dr,HEALTH DEPT 1; Golden Hill Complex HEALTH DEPT 2; - HEALTH DEPT 3; Parking lot,Kingston,NY,12401,Ulster,J1772,,,6,,,ChargePoint Network,200-9,41.916073,-74.018603,6/12/19,68779
ELEC,ROSENDALE,382 Main St,WILLOW KILN; Station is located in Willow kiln parking lot,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.8449543,-74.0814593,6/12/19,82373
ELEC,ULSTER COUNTY,317 Shamrock Lane,PUBLIC WORKS; Station is located in the rear of the public works lot,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9359712,-74.0282439,6/12/19,92514
ELEC,ULSTER COUNTY,124 Marys Ave,SUNY EXTENSION; Station is located in new lot at rear of building,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9236099,-73.9984964,6/12/19,69195
ELEC,ULSTER COUNTY,733 Broadway,PROBATION DEPT; Station located at rear of parking lot,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,200-9,41.9310913,-74.0105886,6/12/19,92518
ELEC,ULSTER COUNTY,5 Pearl St,CARR BUILDING; LOCATED IN EMPLOYEE PARKING AREA. PUBLIC ACCESS ONLY DURING NON-WORK HOURS (NIGHTS AND WEEKENDS). ,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9325906,-74.0161362,6/12/19,89937
ELEC,ULSTER COUNTY,1 Development Court,DSS 1; Behind Department of Social Services Building DSS 2; Behind Department of Social Services Building DSS 3; Behind Department of Social Services Building,Kingston,NY,12401,Ulster,J1772,,,6,,,ChargePoint Network,200-8,41.947224,-73.995025,6/12/19,68773
ELEC,KINGSTON VW,1249 Ulster Ave,VW_408103_A,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9668889,-73.9897814,6/12/19,65112
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,Ulster,CHADEMO J1772 J1772COMBO,,,1,1,,,GPS,41.94872972,-74.03239284,7/9/18,44352
ELEC,ULSTER COUNTY,380 Boulevard,UCLEC; Station is located on the North East side of building,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9130185,-74.0146564,6/12/19,92515
ELEC,ULSTER COUNTY,238 Golden Hill Ln,HUTTON BUILDING; Station is located on the west end of parking lot,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9168974,-74.0195767,6/12/19,123002
ELEC,Hampton Inn by Hilton Kingston - Tesla Destination,1307 Ulster Ave,,Kingston,NY,12401,Ulster,TESLA,,,2,,,Tesla Destination,200-8,41.970001,-73.989083,5/9/19,114961
ELEC,KINGSTON,95 Dock St TR Gallo Waterfront Park,TR GALLO PARK; Paid Parking Lot $.75 per hour 9am-6pm Mon-Sat,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.917631,-73.9836714,6/12/19,102549
ELEC,QuickChek - Tesla Supercharger,640 Washington Ave.,,Kingston,NY,12401,Ulster,TESLA,,,,8,,Tesla,200-9,41.941339,-74.027159,5/9/19,102331
ELEC,ULSTER COUNTY,244 Fair Street,OFFICE BUILDING; Ulster County Office Building. It is a paid parking lot during working hours. ,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9329844,-74.0171336,6/12/19,123000
ELEC,KINGSTON,2 Broadway,VISITORS CENTER; Free Parking,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9185163,-73.9827581,6/12/19,102548
ELEC,ULSTER COUNTY,285 Wall Street,COURTHOUSE; Enter from Wall Street. Station is located at rear of parking lot near the Crown Street exit. ,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9328449,-74.0206759,6/12/19,122999
ELEC,KINGSTON,Saccoman Ln,CORNELL ST. LOT; Paid Parking Lot $.75 per hour 9am-6pm Mon-Sat,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9295875,-74.002941,6/12/19,102547
ELEC,Courtyard by Marriott Kingston - Tesla Destination,500 Frank Sottile Blvd,,Kingston,NY,12401,Ulster,TESLA,,,2,,,Tesla Destination,200-9,41.970145,-73.985923,5/9/19,114962
ELEC,ULSTER COUNTY,300 Foxhall Ave,HALL OF RECORDS; Wall mounted unit on north side of the building.,Kingston,NY,12401,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.9361502,-73.9978143,6/12/19,123018
ELEC,Rondout Valley Central School District Office,122 Kyserike Rd,,Accord,NY,12404,Ulster,J1772,,,2,,,EV Connect,GPS,41.8141987,-74.1893163,6/6/19,123062
ELEC,Delaware & Ulster Railroad,43510 Highway 28,,Arkville,NY,12406,Delaware,J1772,,,1,,,EV Connect,GPS,42.1474371,-74.6149171,6/6/19,123110
ELEC,Bread Alone Bakery,3962 Route 28,,Boiceville,NY,12412,Ulster,J1772,,,2,,,EV Connect,GPS,41.9972466,-74.2637521,6/6/19,123108
ELEC,Rosendale Justice Department,1915 Lucas Ave,,Cottekill,NY,12419,Ulster,J1772,,,2,,,EV Connect,GPS,41.8537098,-74.1063658,6/6/19,123076
ELEC,The Rose Motel - Tesla Destination,3840 State Hwy 145,,Durham,NY,12422,Greene,TESLA,,,2,,,Tesla Destination,200-8,42.399652,-74.172565,5/9/19,122480
ELEC,ULSTER COUNTY,50 Center St,TRUDY RESNICK; -,Ellenville,NY,12428,Ulster,J1772,,,2,,,ChargePoint Network,200-9,41.7177538,-74.396401,6/12/19,92516
ELEC,STATION 1,13 Scribner Hollow Rd,SCRIBNERS; Behind lodge ,Hunter,NY,12442,Greene,J1772,,,2,,,ChargePoint Network,GPS,42.2039956,-74.1965292,6/12/19,88494
ELEC,HUNTER MOUNTAIN,82 Liftside Dr,HUNTER; -,Hunter,NY,12442,Greene,J1772,,,2,,,ChargePoint Network,GPS,42.2051272,-74.2126695,6/12/19,105452
ELEC,WARWARSING,Landfill Road,LIPPMAN CHARGER; Located in the lot near the lake,Kerhonkson,NY,12446,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7620125,-74.354353,6/12/19,78482
ELEC,Romeo Chevrolet,1665 Ulster Ave,,Lake Katrine,NY,12449,Ulster,J1772 J1772COMBO,,,2,1,,,200-9,41.980335,-73.990256,4/8/19,85682
ELEC,Greenlots - 63149,Milepost 96S,,Ruby,NY,12449,Ulster,CHADEMO J1772COMBO,,,,2,,Greenlots,GPS,42.01409531,-73.99984741,7/29/19,99101
ELEC,Bread Alone Bakery,2121 Ulster Ave,,Lake Katrine,NY,12449,Ulster,J1772,,,2,,,EV Connect,GPS,41.9948597,-73.9864873,6/6/19,123081
ELEC,Greenlots - 63152,New York Thruway Mile Post 103 North I-87,,Malden on the Hudson,NY,12453,Ulster,CHADEMO J1772COMBO,,,,2,,Greenlots,GPS,42.11033249,-73.95639038,7/29/19,99111
ELEC,TRANSITION,48 Walnut St,MARGARETVILLE; -,Margaretville,NY,12455,Delaware,J1772,,,2,,,ChargePoint Network,GPS,42.1487305,-74.6490751,6/12/19,73202
ELEC,ICE RINK,6 Small World Ave,ICE RINK; -,Saugerties,NY,12477,Ulster,J1772,,,2,,,ChargePoint Network,GPS,42.0907085,-73.9510187,6/12/19,88146
ELEC,ICE RINK,311 Washington Ave Ext,TENNIS COURTS; South end of tennis courts,Saugerties,NY,12477,Ulster,J1772,,,2,,,ChargePoint Network,GPS,42.0861793,-73.9516708,6/12/19,123396
ELEC,ICE RINK,207 Market St,GRECO CENTER; On south side of building,Saugerties,NY,12477,Ulster,J1772,,,2,,,ChargePoint Network,GPS,42.08498,-73.955061,6/12/19,121871
ELEC,Marbletown Community Center,3562 Main St,Located in the parking lot,Stone Ridge,NY,12484,Ulster,J1772,,,2,,,,200-8,41.852199,-74.139929,6/6/19,86200
ELEC,ULSTER COUNTY,491 Cottekill Rd,SUNY ULSTER; -,Stone Ridge,NY,12484,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.8513321,-74.1309555,6/12/19,123389
ELEC,WINDHAMMOUNTAIN,19 Resort Dr,NS1-WINDHAM #1; located at the south east corner of or main lot along the stream,Windham,NY,12496,Greene,J1772,,,2,,,ChargePoint Network,GPS,42.2992758,-74.2558811,6/12/19,80967
ELEC,Winwood Inn - Windham Mountain Resort - Tesla Destination,5220 State Rte 23,,Windham,NY,12496,Greene,TESLA,,,2,,,Tesla Destination,200-9,42.310435,-74.241272,5/9/19,115250
ELEC,PUBLIC RESTROOM,56 Rock City Rd Woodstock Community Ctr.,WOODSTOCK COMMU; Parking lot in frt of the community center,Woodstock,NY,12498,Ulster,J1772,,,2,,,ChargePoint Network,GPS,42.0447985,-74.1181663,6/12/19,103822
ELEC,PUBLIC RESTROOM,10 Rock City Rd Chamber of Commerce,WOODSTOCK COMME; By public rest rooms,Woodstock,NY,12498,Ulster,J1772,,,2,,,ChargePoint Network,GPS,42.0414809,-74.1179923,6/12/19,104064
ELEC,Four Brothers Drive In,4957 Route 22,,Amenia,NY,12501,Dutchess,J1772,,,1,,,Blink Network,GPS,41.850398,-73.557933,7/31/19,96638
ELEC,Troutbeck - Tesla Destination,515 Leedsville Rd,,Amenia,NY,12501,Dutchess,TESLA,,,2,,,Tesla Destination,200-9,41.855019,-73.515167,5/9/19,114879
ELEC,NY STATE PARKS,Lake Taghkanic Rd,LAKE T; Lot by Beach Swimming Area - Park open sunrise to sunset,Ancram,NY,12502,Columbia,J1772,,,2,,,ChargePoint Network,GPS,42.0909543,-73.7200522,6/12/19,120821
ELEC,BARD ALMNCT,New York 9G,NS1-ALMNCT; Located in parking lot of Alumni Canter at intersection of Entrance Road and 9G,Red Hook,NY,12504,Dutchess,J1772,,,2,,,ChargePoint Network,GPS,42.0234362,-73.9020369,6/12/19,51689
ELEC,Bard College,30 Campus Rd,,Annandale-on-Hudson,NY,12504,Dutchess,J1772,,,4,,,EV Connect,200-8,42.026023,-73.903346,5/3/18,94827
ELEC,Bard College,11 Henderson Circle Dr,,Annandale-on-Hudson,NY,12504,Dutchess,J1772,,,2,,,EV Connect,GPS,42.0201084,-73.9072956,6/6/19,123057
ELEC,Hopson Cottage - Brad College Admissions,60 W Ravine Rd,,Annandale-on-Hudson,NY,12504,Dutchess,J1772,,,2,,,EV Connect,GPS,42.0220708,-73.9109959,6/6/19,123122
ELEC,Beacon Metro North Train Station,1 Ferry Plaza,Located off Route 9D,Beacon,NY,12508,Dutchess,J1772,,,4,,,EV Connect,200-8,41.505079,-73.983205,5/9/19,65284
ELEC,Beacon Department of Motor Vehicles,223 Main St,,Beacon,NY,12508,Dutchess,J1772,,,1,,,EV Connect,GPS,41.5070254,-73.9741415,6/6/19,123085
ELEC,Stewart????????s Shop - Tesla Supercharger,2300 Salt Point Turnpike,,Clinton Corners,NY,12514,Dutchess,TESLA,,,,8,,Tesla,200-9,41.825295,-73.770429,5/9/19,102329
ELEC,Storm King Tavern and Golf Club - Tesla Destination,18 Ridge Rd,,Cornwall,NY,12518,Orange,TESLA,,,2,,,Tesla Destination,200-9,41.429428,-74.028204,5/9/19,114928
ELEC,Tuthilltown Spirits Distillery,14 Gristmill Ln,,Gardiner,NY,12525,Ulster,J1772,,,1,,,,200-9,41.687197,-74.175388,12/11/18,73715
ELEC,Tuthilltown Spirits - Tesla Destination,14 Gristmill Ln,,Gardiner,NY,12525,Ulster,TESLA,,,2,,,Tesla Destination,200-9,41.687197,-74.175388,5/9/19,114944
ELEC,Selux Corp,5 Lumen Ln,,Highland,NY,12528,Ulster,J1772,,,7,,,EV Connect,GPS,41.739522,-73.9603623,6/6/19,123116
ELEC,Hudson Valley Rail Trail Depot - Tesla Destination,101 New Paltz Rd,,Highland,NY,12528,Ulster,TESLA,,,2,,,Tesla Destination,200-9,41.733972,-73.974846,5/9/19,114949
ELEC,Town of Lloyd Municipal Parking Lot - Tesla Destination,39 Main St,,Highland,NY,12528,Ulster,TESLA,,,2,,,Tesla Destination,200-8,41.720133,-73.964807,5/9/19,114950
ELEC,HIGHBRIDGE,128 Vineyard Ave,HIGHBRIDGE 1,Highland,NY,12528,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7163187,-73.9677424,6/12/19,104800
ELEC,TOWNHALLSTATION,2609 NY-23,HILLSDALE; Town Hall Parking lot,Hillsdale,NY,12529,Columbia,J1772,,,2,,,ChargePoint Network,GPS,42.1795569,-73.5265684,6/12/19,88553
ELEC,Grape Hollow Farm - Tesla Destination,62 Paine Rd,,Holmes,NY,12531,Dutchess,TESLA,,,2,,,Tesla Destination,200-9,41.548637,-73.692718,5/9/19,114951
ELEC,NATIONAL GRID,488 Fairview Ave,KOHLS HUDSON,Hudson,NY,12534,Columbia,J1772,,,2,,,ChargePoint Network,GPS,42.2810748,-73.7513719,6/12/19,53118
ELEC,The Wick Hotel - Tesla Destination,41 Cross St,,Hudson,NY,12534,Columbia,TESLA,,,2,,,Tesla Destination,200-9,42.253073,-73.796003,5/9/19,114956
ELEC,Audia Chevrolet,3692 Route 44,,Millbrook,NY,12545,Dutchess,J1772,,,1,,,,200-9,41.791563,-73.659717,4/8/19,53442
ELEC,Buttermilk Falls Inn & Spa - Tesla Destination,220 North Rd,,Milton,NY,12547,Ulster,TESLA,,,2,,,Tesla Destination,200-9,41.666684,-73.955378,5/9/19,114977
ELEC,SunPower by New York State Solar Farm - Tesla Destination,1938 Route 44/55,,Modena,NY,12548,Ulster,TESLA,,,5,,,Tesla Destination,200-9,41.667875,-74.105849,5/9/19,114978
ELEC,Borland House Bed and Breakfast - Tesla Destination,130 Clinton St,,Montgomery,NY,12549,Orange,TESLA,,,1,,,Tesla Destination,200-9,41.52688,-74.235988,5/9/19,114981
ELEC,Thruway Nissan,79 Route 17K,,Newburgh,NY,12550,Orange,J1772,,,1,,,,200-9,41.504105,-74.068916,7/9/18,44174
ELEC,Cosimo's on Union - Tesla Supercharger,1217 NY-300,,Newburgh,NY,12550,Orange,TESLA,,,,6,,Tesla,200-9,41.49982,-74.07147,5/9/19,122261
ELEC,SUNY NEW PALTZ,1 Sojourner Way,ELTING GYM 1; - ELTING GYM 2; -,New Paltz,NY,12561,Ulster,J1772,,,4,,,ChargePoint Network,200-8,41.743938,-74.084258,6/12/19,99444
ELEC,Woodland Pond at New Paltz,100 Woodland Pond Cir,,New Paltz,NY,12561,Ulster,J1772,,,2,,,EV Connect,200-8,41.758115,-74.061596,5/9/19,94852
ELEC,TRICOR-PLAT1-2N,30-34 Plattekill Ave,NEW PALTZ; Tricor and Plattekill avenues,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7459524,-74.0840691,6/12/19,92366
ELEC,Lake Mohonk,1000 Mountain Rest Road,These charging stations are available to guests with additional property access. Please see Valet or Guest Services for more information at 845-245-1000.  Pricing is set through guest services.,New Paltz,NY,12561,Ulster,J1772,,,4,,,SemaCharge Network,GPS,41.7682793,-74.1560166,7/31/19,69911
ELEC,COMMCTR,Veterans Dr,NEW PALTZ TOWN; Near front entrance ,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.756382,-74.0810409,6/12/19,92429
ELEC,SUNY NEW PALTZ,10 Southside Loop,WALLKILL 3,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7414836,-74.0881255,6/12/19,122786
ELEC,SUNY NEW PALTZ,S. Manheim Blvd.,INTERNATIONAL,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7419842,-74.0808142,6/12/19,122790
ELEC,SUNY NEW PALTZ,61 Southside Ave,WALLKILL 2,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7415006,-74.0881573,6/12/19,122785
ELEC,SUNY NEW PALTZ,Service building,SOUTH LOOP 1; - STATION 2; - STATION 3; -,New Paltz,NY,12561,Ulster,J1772,,,6,,,ChargePoint Network,GPS,41.7367317,-74.0843072,6/12/19,123392
ELEC,SUNY NEW PALTZ,80 NY-32,ROUTE 32 (3),New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.738571,-74.0796606,6/12/19,122791
ELEC,Hampton Inn New Paltz - Tesla Destination,4 S Putt Corners Rd,,New Paltz,NY,12561,Ulster,TESLA,,,2,,,Tesla Destination,200-9,41.740795,-74.067127,5/9/19,114982
ELEC,SUNY NEW PALTZ,Campus Transportation Hub,ROUTE 32 (2) ROUTE 32 LOT,New Paltz,NY,12561,Ulster,J1772,,,4,,,ChargePoint Network,GPS,41.7389606,-74.0801282,6/12/19,122792
ELEC,SUNY NEW PALTZ,98 S Manheim Blvd,SUNY NEW PALTZ; -,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7389174,-74.0801228,6/12/19,117762
ELEC,SUNY NEW PALTZ,33 Southside Ave,STATION 1,New Paltz,NY,12561,Ulster,J1772,,,2,,,ChargePoint Network,GPS,41.7415849,-74.0883167,6/12/19,122787
ELEC,Pawling - Chamber of Commerce,55 Charles Colman Blvd,,Pawling,NY,12564,Dutchess,J1772,,,1,,,EV Connect,GPS,41.5635129,-73.6010151,6/6/19,123119
ELEC,Town of Pine Plains,2971 Church St,,Pine Plains,NY,12567,Dutchess,J1772,,,1,,,EV Connect,GPS,41.9798228,-73.6560584,7/9/19,123096
ELEC,BARD ALMNCT,9 Gardener Way,MONTGOMERY; Montgomery Place Visitors Center,Red Hook,NY,12571,Dutchess,J1772,,,2,,,ChargePoint Network,GPS,42.0113574,-73.9166624,6/12/19,87994
ELEC,CVS Pharmacy,7568 N Broadway,,Red Hook,NY,12571,Dutchess,CHADEMO J1772COMBO,,,,2,,eVgo Network,GPS,41.997516,-73.873474,7/31/19,93379
ELEC,TOWN OF RED HK,7336 S Broadway,RED HOOK 1; East parking lot RED HOOK 2; East Parking Lot,Red Hook,NY,12571,Dutchess,J1772,,,4,,,ChargePoint Network,200-9,41.986926,-73.880754,6/12/19,86019
ELEC,RED HOOK V.,7477 S Broadway,RED HOOK,Red Hook,NY,12571,Dutchess,J1772,,,2,,,ChargePoint Network,GPS,41.994604,-73.87644,6/12/19,99764
ELEC,STARR LIBRARY,68 W Market St,STARR LIBRARY,Rhinebeck,NY,12572,Dutchess,J1772,,,2,,,ChargePoint Network,GPS,41.9263801,-73.9183809,6/12/19,103914
ELEC,Smoky Rock BBQ - Tesla Destination,6367 Mill St,,Rhinebeck,NY,12572,Dutchess,TESLA,,,3,,,Tesla Destination,200-9,41.925496,-73.913269,5/9/19,115217
